bar_mark,host_type,host_code,group_name,bar_type,diameter_mm,spacing_mm,shape_code,shape_description,quantity,single_length_m,total_length_m,total_weight_kg,anchorage_status,lap_status,hook_status,note
ND-SP-L2-3-B-228,support_wale_node,ND-SP-L2-3-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-4-A-229,support_wale_node,ND-SP-L2-4-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-4-A-230,support_wale_node,ND-SP-L2-4-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-4-B-231,support_wale_node,ND-SP-L2-4-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-4-B-232,support_wale_node,ND-SP-L2-4-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-5-A-233,support_wale_node,ND-SP-L2-5-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-5-A-234,support_wale_node,ND-SP-L2-5-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-5-B-235,support_wale_node,ND-SP-L2-5-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-5-B-236,support_wale_node,ND-SP-L2-5-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-6-A-237,support_wale_node,ND-SP-L2-6-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-6-A-238,support_wale_node,ND-SP-L2-6-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-6-B-239,support_wale_node,ND-SP-L2-6-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-6-B-240,support_wale_node,ND-SP-L2-6-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-7-A-241,support_wale_node,ND-SP-L2-7-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-7-A-242,support_wale_node,ND-SP-L2-7-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-7-B-243,support_wale_node,ND-SP-L2-7-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-7-B-244,support_wale_node,ND-SP-L2-7-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-8-A-245,support_wale_node,ND-SP-L2-8-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-8-A-246,support_wale_node,ND-SP-L2-8-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-8-B-247,support_wale_node,ND-SP-L2-8-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-8-B-248,support_wale_node,ND-SP-L2-8-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-9-A-249,support_wale_node,ND-SP-L2-9-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-9-A-250,support_wale_node,ND-SP-L2-9-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-9-B-251,support_wale_node,ND-SP-L2-9-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-9-B-252,support_wale_node,ND-SP-L2-9-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-10-A-253,support_wale_node,ND-SP-L2-10-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-10-A-254,support_wale_node,ND-SP-L2-10-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-10-B-255,support_wale_node,ND-SP-L2-10-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-10-B-256,support_wale_node,ND-SP-L2-10-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-11-A-257,support_wale_node,ND-SP-L2-11-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-11-A-258,support_wale_node,ND-SP-L2-11-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-11-B-259,support_wale_node,ND-SP-L2-11-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-11-B-260,support_wale_node,ND-SP-L2-11-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-12-A-261,support_wale_node,ND-SP-L2-12-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-12-A-262,support_wale_node,ND-SP-L2-12-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-12-B-263,support_wale_node,ND-SP-L2-12-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-12-B-264,support_wale_node,ND-SP-L2-12-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-13-A-265,support_wale_node,ND-SP-L2-13-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-13-A-266,support_wale_node,ND-SP-L2-13-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-13-B-267,support_wale_node,ND-SP-L2-13-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-13-B-268,support_wale_node,ND-SP-L2-13-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-14-A-269,support_wale_node,ND-SP-L2-14-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-14-A-270,support_wale_node,ND-SP-L2-14-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-14-B-271,support_wale_node,ND-SP-L2-14-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-14-B-272,support_wale_node,ND-SP-L2-14-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-15-A-273,support_wale_node,ND-SP-L2-15-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-15-A-274,support_wale_node,ND-SP-L2-15-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-15-B-275,support_wale_node,ND-SP-L2-15-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-15-B-276,support_wale_node,ND-SP-L2-15-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-16-A-277,support_wale_node,ND-SP-L2-16-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-16-A-278,support_wale_node,ND-SP-L2-16-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-16-B-279,support_wale_node,ND-SP-L2-16-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-16-B-280,support_wale_node,ND-SP-L2-16-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-17-A-281,support_wale_node,ND-SP-L2-17-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-17-A-282,support_wale_node,ND-SP-L2-17-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-17-B-283,support_wale_node,ND-SP-L2-17-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-17-B-284,support_wale_node,ND-SP-L2-17-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-18-A-285,support_wale_node,ND-SP-L2-18-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-18-A-286,support_wale_node,ND-SP-L2-18-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-18-B-287,support_wale_node,ND-SP-L2-18-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-18-B-288,support_wale_node,ND-SP-L2-18-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-19-A-289,support_wale_node,ND-SP-L2-19-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-19-A-290,support_wale_node,ND-SP-L2-19-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-19-B-291,support_wale_node,ND-SP-L2-19-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-19-B-292,support_wale_node,ND-SP-L2-19-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-20-A-293,support_wale_node,ND-SP-L2-20-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-20-A-294,support_wale_node,ND-SP-L2-20-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L2-20-B-295,support_wale_node,ND-SP-L2-20-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L2-20-B-296,support_wale_node,ND-SP-L2-20-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-1-A-297,support_wale_node,ND-SP-L3-1-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-1-A-298,support_wale_node,ND-SP-L3-1-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-1-B-299,support_wale_node,ND-SP-L3-1-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-1-B-300,support_wale_node,ND-SP-L3-1-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-2-A-301,support_wale_node,ND-SP-L3-2-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-2-A-302,support_wale_node,ND-SP-L3-2-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-2-B-303,support_wale_node,ND-SP-L3-2-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-2-B-304,support_wale_node,ND-SP-L3-2-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-3-A-305,support_wale_node,ND-SP-L3-3-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-3-A-306,support_wale_node,ND-SP-L3-3-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-3-B-307,support_wale_node,ND-SP-L3-3-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-3-B-308,support_wale_node,ND-SP-L3-3-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-4-A-309,support_wale_node,ND-SP-L3-4-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-4-A-310,support_wale_node,ND-SP-L3-4-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-4-B-311,support_wale_node,ND-SP-L3-4-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-4-B-312,support_wale_node,ND-SP-L3-4-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-5-A-313,support_wale_node,ND-SP-L3-5-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-5-A-314,support_wale_node,ND-SP-L3-5-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-5-B-315,support_wale_node,ND-SP-L3-5-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-5-B-316,support_wale_node,ND-SP-L3-5-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-6-A-317,support_wale_node,ND-SP-L3-6-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-6-A-318,support_wale_node,ND-SP-L3-6-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-6-B-319,support_wale_node,ND-SP-L3-6-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-6-B-320,support_wale_node,ND-SP-L3-6-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-7-A-321,support_wale_node,ND-SP-L3-7-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-7-A-322,support_wale_node,ND-SP-L3-7-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-7-B-323,support_wale_node,ND-SP-L3-7-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-7-B-324,support_wale_node,ND-SP-L3-7-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-8-A-325,support_wale_node,ND-SP-L3-8-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-8-A-326,support_wale_node,ND-SP-L3-8-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-8-B-327,support_wale_node,ND-SP-L3-8-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-8-B-328,support_wale_node,ND-SP-L3-8-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-9-A-329,support_wale_node,ND-SP-L3-9-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-9-A-330,support_wale_node,ND-SP-L3-9-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-9-B-331,support_wale_node,ND-SP-L3-9-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-9-B-332,support_wale_node,ND-SP-L3-9-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-10-A-333,support_wale_node,ND-SP-L3-10-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-10-A-334,support_wale_node,ND-SP-L3-10-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-10-B-335,support_wale_node,ND-SP-L3-10-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-10-B-336,support_wale_node,ND-SP-L3-10-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-11-A-337,support_wale_node,ND-SP-L3-11-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-11-A-338,support_wale_node,ND-SP-L3-11-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-11-B-339,support_wale_node,ND-SP-L3-11-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-11-B-340,support_wale_node,ND-SP-L3-11-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-12-A-341,support_wale_node,ND-SP-L3-12-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-12-A-342,support_wale_node,ND-SP-L3-12-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-12-B-343,support_wale_node,ND-SP-L3-12-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-12-B-344,support_wale_node,ND-SP-L3-12-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-13-A-345,support_wale_node,ND-SP-L3-13-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-13-A-346,support_wale_node,ND-SP-L3-13-A,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-13-B-347,support_wale_node,ND-SP-L3-13-B,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
ND-SP-L3-13-B-348,support_wale_node,ND-SP-L3-13-B,节点加密箍筋,stirrup,12.0,100.0,21,closed_stirrup_with_135deg_hooks,31,5.5,170.5,151.37,manual_review,manual_review,manual_review,dense stirrups in node core
ND-SP-L3-14-A-349,support_wale_node,ND-SP-L3-14-A,节点附加竖向筋,additional,20.0,,99,additional_detail_bar_manual_review,4,3.45,13.8,34.03,manual_review,manual_review,manual_review,support-to-wale node vertical bars
